Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Distance_km,Order_picked_hour,Pickup_delay_minute
21,4.7,Stormy,Jam,0,motorcycle ,1,No ,Metropolitian ,28,12.1,21,10.0
38,4.5,Windy,Jam,0,motorcycle ,0,No ,Metropolitian ,30,8.8,21,15.0
21,4.8,Cloudy,Jam,1,motorcycle ,1,No ,Metropolitian ,29,7.7,21,5.0
27,4.8,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,42,13.8,17,10.0
28,4.9,Windy,Jam,1,motorcycle ,1,No ,Metropolitian ,21,13.7,19,5.0
38,4.6,Stormy,Medium,2,motorcycle ,0,No ,Metropolitian ,21,12.3,19,15.0
21,5.0,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,26,11.9,21,5.0
26,4.7,Sunny,Low,0,motorcycle ,0,No ,Metropolitian ,26,16.9,0,15.0
31,4.7,Sunny,Low,0,motorcycle ,1,No ,Urban ,27,7.5,23,10.0
27,4.9,Stormy,Jam,1,scooter ,0,No ,Metropolitian ,20,4.7,19,10.0
24,4.6,Sunny,Medium,1,scooter ,0,No ,Metropolitian ,16,10.6,18,5.0
24,4.6,Sandstorms,High,1,scooter ,0,No ,Urban ,12,6.2,14,10.0
26,4.7,Cloudy,Medium,1,scooter ,0,No ,Metropolitian ,32,16.6,18,15.0
26,4.6,Stormy,Jam,1,scooter ,1,No ,Urban ,26,19.9,22,5.0
20,2.8,Sunny,Low,1,scooter ,2,No ,Urban ,39,16.4,23,5.0
36,4.5,Cloudy,Jam,0,motorcycle ,1,No ,Metropolitian ,27,4.4,20,5.0
24,4.8,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,27,12.1,20,15.0
36,4.6,Fog,High,1,motorcycle ,0,No ,Metropolitian ,35,3.0,11,15.0
24,4.6,Fog,Jam,2,scooter ,0,No ,Metropolitian ,23,7.7,22,15.0
35,5.0,Sunny,Low,1,scooter ,0,No ,Urban ,11,7.7,22,10.0
34,4.9,Fog,Jam,2,scooter ,1,No ,Urban ,27,4.6,20,15.0
24,4.7,Fog,Jam,1,scooter ,1,No ,Urban ,43,10.7,20,10.0
22,4.9,Cloudy,Low,2,scooter ,0,No ,Metropolitian ,11,3.1,10,15.0
33,4.6,Windy,Low,1,motorcycle ,1,No ,Metropolitian ,28,3.1,10,5.0
32,4.2,Sandstorms,Jam,0,motorcycle ,1,No ,Metropolitian ,38,8.9,20,5.0
36,5.0,Sunny,Low,2,scooter ,0,No ,Metropolitian ,14,3.1,10,15.0
23,4.0,Fog,High,2,electric_scooter ,1,No ,Metropolitian ,33,2.9,12,10.0
35,4.6,Sandstorms,Low,1,motorcycle ,0,No ,Metropolitian ,15,19.8,0,10.0
33,4.7,Cloudy,Medium,1,motorcycle ,0,No ,Metropolitian ,16,4.5,18,10.0
30,4.3,Fog,Jam,1,motorcycle ,2,No ,Metropolitian ,38,14.0,21,5.0
24,4.2,Stormy,High,0,motorcycle ,1,No ,Urban ,31,6.1,14,10.0
31,4.9,Stormy,Jam,1,motorcycle ,1,No ,Metropolitian ,33,9.3,20,15.0
24,4.9,Fog,Medium,2,scooter ,1,No ,Metropolitian ,31,12.5,18,15.0
37,4.2,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,25,3.1,11,5.0
21,4.7,Windy,Jam,1,motorcycle ,1,No ,Metropolitian ,26,12.2,19,15.0
38,4.7,Fog,Medium,1,motorcycle ,1,No ,Metropolitian ,19,7.5,18,15.0
26,2.8,Sunny,Low,2,scooter ,1,No ,Metropolitian ,38,13.6,23,5.0
34,4.8,Stormy,High,0,motorcycle ,1,No ,Urban ,32,6.1,12,15.0
32,4.7,Windy,Low,2,scooter ,0,No ,Urban ,16,16.6,0,15.0
28,4.7,Windy,Low,1,scooter ,0,No ,Metropolitian ,11,1.5,9,5.0
34,4.7,Fog,Medium,0,motorcycle ,0,No ,Metropolitian ,35,19.6,17,5.0
39,4.7,Sunny,Jam,1,scooter ,1,No ,Metropolitian ,26,10.7,22,10.0
36,5.0,Sunny,Medium,0,motorcycle ,0,No ,Metropolitian ,21,6.0,16,15.0
23,4.8,Windy,Jam,1,scooter ,1,No ,Urban ,15,9.3,19,15.0
21,4.9,Sunny,Jam,2,electric_scooter ,0,No ,Metropolitian ,23,17.1,21,10.0
28,4.9,Sunny,Low,1,scooter ,1,No ,Metropolitian ,20,1.6,8,15.0
33,4.9,Sunny,Jam,2,electric_scooter ,1,No ,Metropolitian ,29,16.6,19,10.0
31,4.7,Sunny,Jam,1,scooter ,1,No ,Metropolitian ,26,19.9,21,10.0
22,4.0,Sandstorms,Low,0,motorcycle ,0,No ,Metropolitian ,20,4.5,22,5.0
35,4.4,Stormy,Medium,0,motorcycle ,0,No ,Metropolitian ,39,12.3,17,15.0
39,4.6,Windy,Low,1,scooter ,0,No ,Metropolitian ,25,4.5,23,10.0
29,5.0,Fog,Jam,1,scooter ,1,No ,Metropolitian ,32,4.6,21,5.0
27,4.9,Windy,Medium,2,electric_scooter ,0,No ,Metropolitian ,18,10.8,17,5.0
22,4.0,Fog,High,1,motorcycle ,1,No ,Metropolitian ,32,6.1,13,10.0
37,4.8,Windy,Low,2,scooter ,1,No ,Urban ,22,3.1,10,5.0
25,4.7,Sandstorms,Medium,1,motorcycle ,1,No ,Urban ,20,13.8,17,5.0
37,4.5,Sunny,Jam,2,electric_scooter ,1,No ,Urban ,16,10.9,20,10.0
26,3.4,Sunny,Low,1,motorcycle ,2,No ,Urban ,39,13.4,22,10.0
26,4.7,Sunny,High,1,scooter ,0,No ,Metropolitian ,12,3.0,11,5.0
25,4.2,Cloudy,Jam,2,scooter ,1,No ,Urban ,34,4.7,21,5.0
25,5.0,Stormy,Low,2,motorcycle ,0,No ,Metropolitian ,15,16.4,23,5.0
28,5.0,Windy,Jam,0,motorcycle ,0,No ,Metropolitian ,36,12.2,22,5.0
37,4.9,Sunny,Low,1,scooter ,0,No ,Urban ,16,7.7,23,15.0
25,4.6,Stormy,Medium,1,scooter ,1,No ,Metropolitian ,28,4.5,19,15.0
36,4.9,Sunny,Jam,2,motorcycle ,1,No ,Urban ,19,9.1,19,10.0
39,5.0,Cloudy,Jam,0,motorcycle ,2,Yes ,Urban ,51,10.8,22,15.0
22,4.8,Stormy,Low,2,electric_scooter ,0,No ,Metropolitian ,13,19.5,22,15.0
31,4.9,Sunny,Medium,1,motorcycle ,0,No ,Metropolitian ,18,16.4,18,5.0
26,4.9,Stormy,Jam,1,scooter ,0,No ,Metropolitian ,25,13.8,21,5.0
24,4.9,Stormy,Low,2,electric_scooter ,0,No ,Metropolitian ,10,12.0,22,15.0
38,4.9,Windy,High,2,scooter ,1,No ,Metropolitian ,31,1.5,11,5.0
21,4.5,Sandstorms,Medium,1,motorcycle ,0,No ,Urban ,22,12.2,19,15.0
22,4.5,Sandstorms,Medium,0,motorcycle ,0,No ,Metropolitian ,21,13.8,19,5.0
36,4.7,Windy,Low,1,scooter ,0,No ,Metropolitian ,21,1.6,10,15.0
22,4.8,Cloudy,Low,0,motorcycle ,0,No ,Metropolitian ,19,3.1,9,10.0
39,4.2,Stormy,Jam,2,scooter ,1,No ,Urban ,39,19.9,19,5.0
21,5.0,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,16,14.0,0,15.0
29,4.7,Windy,Low,2,motorcycle ,1,No ,Metropolitian ,18,3.0,8,9.0
34,4.7,Windy,Low,1,scooter ,1,No ,Metropolitian ,29,3.0,8,15.0
37,4.6,Sandstorms,Low,2,motorcycle ,1,No ,Metropolitian ,27,1.6,9,10.0
20,4.6,Windy,Low,1,motorcycle ,1,No ,Metropolitian ,15,1.5,8,5.0
26,4.5,Windy,Low,1,motorcycle ,1,No ,Metropolitian ,16,17.1,22,5.0
32,4.6,Cloudy,Low,1,scooter ,1,No ,Metropolitian ,16,4.7,22,10.0
36,4.3,Fog,Jam,1,motorcycle ,1,No ,Metropolitian ,37,7.5,21,5.0
21,4.7,Cloudy,Jam,2,electric_scooter ,1,No ,Metropolitian ,28,7.6,19,10.0
22,4.7,Windy,Jam,1,motorcycle ,0,No ,Metropolitian ,17,7.6,19,15.0
26,4.7,Sunny,Medium,0,motorcycle ,1,No ,Urban ,15,11.9,18,5.0
22,4.6,Stormy,Low,1,motorcycle ,1,No ,Metropolitian ,19,1.5,10,10.0
38,4.8,Windy,Low,1,motorcycle ,1,No ,Metropolitian ,20,9.3,23,10.0
34,4.6,Windy,Jam,1,scooter ,1,No ,Metropolitian ,31,7.8,21,10.0
36,4.7,Sunny,Medium,2,scooter ,0,No ,Metropolitian ,20,10.9,18,5.0
22,4.5,Windy,Medium,0,motorcycle ,1,No ,Urban ,16,6.1,15,10.0
21,5.0,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,22,11.9,20,10.0
26,4.9,Cloudy,Jam,0,motorcycle ,0,No ,Metropolitian ,45,10.6,19,5.0
21,4.5,Stormy,Jam,2,scooter ,1,No ,Urban ,25,16.8,20,15.0
28,4.8,Windy,Low,1,motorcycle ,0,No ,Metropolitian ,14,9.1,22,10.0
29,4.7,Windy,Jam,1,motorcycle ,0,No ,Urban ,19,13.8,21,15.0
23,4.5,Sandstorms,Medium,1,scooter ,1,No ,Metropolitian ,24,7.8,17,5.0
28,4.1,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,27,3.0,9,5.0
23,3.6,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,49,9.1,20,10.0
20,4.7,Sandstorms,Medium,2,motorcycle ,1,No ,Urban ,24,4.6,18,15.0
29,4.9,Fog,Medium,0,motorcycle ,3,No ,Metropolitian ,44,10.9,17,10.0
31,4.9,Windy,Medium,2,electric_scooter ,1,No ,Metropolitian ,20,16.6,18,10.0
28,4.8,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,24,4.5,18,10.0
29,2.9,Sunny,Low,2,electric_scooter ,1,No ,Metropolitian ,32,10.9,22,5.0
28,2.6,Sunny,Low,2,electric_scooter ,1,No ,Metropolitian ,34,16.9,23,5.0
35,4.1,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,20,4.7,23,5.0
21,4.8,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,29,20.9,21,5.0
38,4.7,Stormy,Low,1,motorcycle ,0,No ,Metropolitian ,24,10.9,23,5.0
29,4.7,Windy,Jam,2,scooter ,2,No ,Metropolitian ,34,4.6,20,10.0
20,4.5,Sunny,Low,0,motorcycle ,1,No ,Metropolitian ,26,13.8,0,10.0
33,5.0,Sandstorms,Medium,0,motorcycle ,3,No ,Metropolitian ,49,11.9,18,5.0
23,5.0,Sandstorms,Low,1,motorcycle ,0,No ,Urban ,11,1.5,8,10.0
20,4.7,Windy,Medium,2,electric_scooter ,1,No ,Urban ,19,16.8,19,15.0
31,3.7,Windy,Jam,1,motorcycle ,0,No ,Metropolitian ,32,17.1,22,15.0
38,4.9,Sunny,Medium,0,motorcycle ,1,No ,Metropolitian ,26,6.0,15,10.0
38,5.0,Stormy,Medium,0,motorcycle ,2,No ,Metropolitian ,40,12.4,17,5.0
38,3.6,Windy,Medium,1,scooter ,1,No ,Metropolitian ,32,19.7,17,10.0
26,4.9,Stormy,Jam,1,motorcycle ,1,No ,Metropolitian ,24,20.0,20,10.0
37,4.8,Fog,Low,0,motorcycle ,0,No ,Urban ,20,3.1,9,15.0
26,4.7,Sandstorms,Jam,2,motorcycle ,1,No ,Metropolitian ,21,19.9,21,15.0
23,4.7,Windy,High,0,motorcycle ,0,No ,Metropolitian ,34,1.6,11,15.0
38,4.1,Fog,Jam,1,scooter ,0,No ,Metropolitian ,39,7.7,20,15.0
34,4.8,Sandstorms,Medium,1,motorcycle ,1,No ,Urban ,30,19.7,19,5.0
37,4.8,Sandstorms,Low,2,scooter ,1,No ,Metropolitian ,26,10.6,22,15.0
25,4.7,Fog,Low,2,motorcycle ,1,No ,Metropolitian ,10,3.1,9,5.0
34,4.6,Sandstorms,Jam,2,electric_scooter ,1,No ,Metropolitian ,34,7.8,21,10.0
23,4.0,Cloudy,Jam,1,scooter ,1,No ,Urban ,33,16.9,21,5.0
35,4.9,Sunny,Low,0,motorcycle ,0,No ,Metropolitian ,27,3.1,10,5.0
37,4.6,Windy,High,0,motorcycle ,1,No ,Metropolitian ,48,1.5,11,10.0
38,4.0,Stormy,Jam,0,motorcycle ,1,No ,Urban ,36,10.9,20,10.0
33,4.8,Sandstorms,Medium,1,scooter ,1,No ,Metropolitian ,30,17.1,18,5.0
26,4.2,Sandstorms,Low,0,motorcycle ,1,No ,Urban ,15,4.5,23,5.0
29,4.5,Sunny,High,1,scooter ,0,No ,Urban ,11,6.2,13,10.0
33,4.5,Sunny,High,2,electric_scooter ,0,No ,Urban ,15,6.0,14,10.0
30,4.1,Fog,Medium,2,scooter ,0,No ,Metropolitian ,35,10.6,17,5.0
26,2.5,Sunny,Low,2,electric_scooter ,1,No ,Metropolitian ,36,10.7,22,10.0
29,4.7,Sandstorms,Low,2,scooter ,0,No ,Metropolitian ,29,7.8,23,9.0
31,4.9,Fog,Medium,1,motorcycle ,0,No ,Metropolitian ,15,4.7,18,15.0
29,4.7,Cloudy,Low,1,scooter ,1,No ,Metropolitian ,18,1.5,10,9.0
29,4.5,Stormy,High,1,motorcycle ,1,No ,Urban ,19,3.0,11,5.0
35,4.8,Fog,Medium,2,motorcycle ,0,No ,Metropolitian ,19,7.6,18,10.0
27,4.5,Sandstorms,Medium,1,scooter ,0,No ,Metropolitian ,19,16.1,18,10.0
33,4.9,Windy,Jam,1,motorcycle ,1,No ,Urban ,34,9.1,19,5.0
20,4.7,Sandstorms,Low,2,scooter ,0,No ,Urban ,12,1.5,10,10.0
32,4.0,Stormy,Medium,0,motorcycle ,1,No ,Metropolitian ,45,10.8,18,5.0
39,4.4,Windy,Low,0,motorcycle ,0,No ,Metropolitian ,24,3.1,10,5.0
30,4.7,Stormy,Low,1,scooter ,1,No ,Metropolitian ,18,12.1,22,5.0
29,4.7,Fog,Jam,2,scooter ,2,No ,Urban ,38,13.6,20,9.0
30,4.8,Stormy,Medium,1,scooter ,1,No ,Urban ,24,13.8,18,5.0
37,4.9,Fog,Jam,0,motorcycle ,1,No ,Urban ,47,20.5,21,15.0
29,4.7,Sandstorms,High,0,motorcycle ,1,No ,Metropolitian ,41,6.0,12,10.0
34,4.6,Windy,Medium,1,scooter ,1,No ,Metropolitian ,25,4.6,17,10.0
25,4.0,Cloudy,Jam,1,scooter ,1,No ,Metropolitian ,34,12.4,20,10.0
29,4.9,Sunny,Low,2,motorcycle ,1,No ,Metropolitian ,19,1.5,11,15.0
29,4.7,Sunny,Low,0,motorcycle ,0,No ,Urban ,16,3.1,11,9.0
23,4.6,Stormy,Jam,1,motorcycle ,0,No ,Metropolitian ,10,9.3,20,10.0
25,4.9,Stormy,Medium,2,electric_scooter ,1,No ,Metropolitian ,23,10.6,18,15.0
29,4.7,Sandstorms,Jam,2,scooter ,1,No ,Metropolitian ,21,12.4,19,9.0
36,4.9,Sunny,Jam,1,motorcycle ,0,No ,Metropolitian ,27,16.6,20,10.0
32,4.9,Stormy,Low,1,motorcycle ,0,No ,Metropolitian ,23,9.3,22,15.0
21,4.8,Windy,Low,2,scooter ,0,No ,Metropolitian ,17,9.2,23,10.0
25,5.0,Fog,Low,0,motorcycle ,1,No ,Metropolitian ,20,1.5,8,5.0
26,5.0,Sunny,Low,0,motorcycle ,0,No ,Urban ,13,1.5,8,15.0
34,4.8,Stormy,Low,2,scooter ,0,No ,Metropolitian ,27,12.2,0,15.0
27,4.6,Sandstorms,Jam,1,motorcycle ,1,No ,Metropolitian ,23,12.1,20,15.0
22,4.6,Fog,Jam,1,scooter ,1,No ,Metropolitian ,31,12.2,19,5.0
36,4.1,Stormy,Medium,1,motorcycle ,1,No ,Urban ,36,13.7,17,10.0
29,4.8,Sunny,Low,1,motorcycle ,1,No ,Metropolitian ,16,3.0,8,5.0
36,4.6,Cloudy,Low,2,scooter ,1,No ,Urban ,19,1.6,10,10.0
39,4.6,Windy,Low,2,scooter ,1,No ,Metropolitian ,27,1.5,9,15.0
34,4.3,Windy,Medium,0,motorcycle ,0,No ,Metropolitian ,35,16.7,18,15.0
30,5.0,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,28,8.9,21,15.0
20,4.6,Stormy,Medium,1,motorcycle ,1,No ,Metropolitian ,20,4.6,18,10.0
34,4.7,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,25,4.7,19,15.0
21,4.8,Windy,Low,1,scooter ,1,No ,Metropolitian ,18,1.6,9,15.0
37,4.4,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,37,12.1,19,5.0
24,4.7,Fog,Low,2,scooter ,1,No ,Metropolitian ,29,10.8,0,15.0
38,4.8,Fog,Medium,0,motorcycle ,2,No ,Metropolitian ,35,13.8,18,15.0
38,4.8,Stormy,Low,0,motorcycle ,0,No ,Metropolitian ,27,14.0,22,15.0
21,4.8,Windy,Medium,1,motorcycle ,1,No ,Metropolitian ,27,10.7,17,15.0
30,4.6,Sunny,Low,0,motorcycle ,1,No ,Metropolitian ,26,8.9,22,10.0
25,5.0,Cloudy,Jam,1,scooter ,1,No ,Metropolitian ,39,10.4,20,5.0
25,4.9,Stormy,Jam,1,scooter ,0,No ,Metropolitian ,21,14.0,20,5.0
24,4.5,Cloudy,Jam,0,motorcycle ,1,No ,Metropolitian ,44,12.2,21,10.0
32,4.8,Stormy,Low,0,motorcycle ,1,No ,Urban ,28,10.3,23,5.0
25,4.7,Sunny,High,2,scooter ,1,No ,Metropolitian ,16,6.2,12,15.0
32,4.3,Windy,Jam,0,motorcycle ,1,No ,Urban ,37,20.0,21,15.0
31,4.7,Sandstorms,Jam,2,scooter ,1,No ,Metropolitian ,32,4.7,21,10.0
22,4.5,Cloudy,Low,0,motorcycle ,0,No ,Urban ,18,4.4,23,5.0
28,4.7,Fog,Jam,2,scooter ,1,No ,Metropolitian ,20,4.7,20,15.0
20,3.6,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,52,7.8,19,15.0
31,4.3,Sandstorms,Jam,2,scooter ,1,No ,Metropolitian ,35,10.9,21,10.0
20,4.5,Sandstorms,Low,1,scooter ,0,No ,Urban ,15,1.5,8,5.0
26,4.9,Cloudy,Medium,2,scooter ,0,No ,Metropolitian ,28,16.8,17,15.0
34,4.5,Stormy,Medium,1,scooter ,0,No ,Urban ,25,16.6,18,15.0
34,5.0,Sandstorms,Jam,0,motorcycle ,1,No ,Metropolitian ,34,9.1,19,5.0
38,4.4,Cloudy,Jam,1,motorcycle ,1,No ,Metropolitian ,33,7.8,20,15.0
28,5.0,Sunny,Low,0,motorcycle ,1,No ,Urban ,25,10.6,0,5.0
35,4.7,Fog,High,0,motorcycle ,0,No ,Metropolitian ,26,6.2,15,15.0
38,4.6,Cloudy,Medium,0,motorcycle ,0,No ,Urban ,26,7.4,17,5.0
24,4.7,Stormy,Low,2,electric_scooter ,1,No ,Urban ,10,3.1,10,15.0
30,5.0,Stormy,Medium,2,scooter ,1,No ,Metropolitian ,33,6.2,15,10.0
37,4.8,Sunny,Low,1,motorcycle ,1,No ,Urban ,21,13.8,22,15.0
26,4.6,Cloudy,Low,1,scooter ,0,No ,Urban ,16,1.6,10,5.0
38,5.0,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,24,7.3,22,5.0
37,4.1,Stormy,Jam,2,scooter ,1,No ,Urban ,36,12.3,21,5.0
36,4.7,Windy,Jam,2,electric_scooter ,1,No ,Metropolitian ,26,7.4,20,5.0
37,4.1,Sandstorms,High,2,scooter ,0,No ,Metropolitian ,32,6.2,12,10.0
25,4.6,Windy,Jam,2,scooter ,1,No ,Metropolitian ,24,13.6,19,10.0
23,4.7,Fog,Jam,0,motorcycle ,1,Yes ,Metropolitian ,45,19.9,20,5.0
35,4.9,Cloudy,Low,1,motorcycle ,1,No ,Urban ,19,4.6,23,5.0
38,4.8,Fog,Medium,1,motorcycle ,1,No ,Metropolitian ,39,13.9,17,10.0
28,4.8,Windy,Medium,0,motorcycle ,0,No ,Metropolitian ,18,7.3,18,15.0
37,4.9,Sunny,Medium,0,motorcycle ,0,No ,Metropolitian ,21,6.2,15,10.0
21,4.6,Fog,Low,1,scooter ,1,No ,Metropolitian ,18,3.0,10,15.0
32,4.6,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,24,1.5,10,10.0
32,4.4,Stormy,Low,0,motorcycle ,0,No ,Urban ,27,3.0,8,5.0
26,4.8,Sandstorms,Low,1,scooter ,0,No ,Metropolitian ,19,10.7,23,10.0
26,4.9,Stormy,Low,1,scooter ,0,No ,Metropolitian ,17,12.4,22,10.0
31,4.5,Sandstorms,Jam,2,electric_scooter ,1,No ,Metropolitian ,39,12.4,21,5.0
22,4.7,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,27,4.5,20,5.0
38,5.0,Sandstorms,Jam,1,motorcycle ,1,No ,Urban ,27,4.4,19,5.0
22,4.7,Sunny,Low,2,scooter ,0,No ,Metropolitian ,19,1.5,9,5.0
28,4.9,Sunny,Low,0,motorcycle ,0,No ,Metropolitian ,12,1.6,10,5.0
31,4.9,Sandstorms,Low,1,scooter ,1,No ,Metropolitian ,24,20.2,22,5.0
29,4.7,Windy,Jam,2,scooter ,1,No ,Metropolitian ,31,11.9,22,9.0
30,4.6,Windy,Low,2,scooter ,0,No ,Metropolitian ,22,4.7,22,15.0
37,3.5,Windy,Medium,2,scooter ,0,No ,Metropolitian ,39,16.9,17,15.0
38,4.8,Windy,Low,0,motorcycle ,0,No ,Urban ,23,14.0,23,15.0
25,4.6,Sunny,Medium,2,scooter ,0,No ,Metropolitian ,12,12.4,18,15.0
32,3.7,Sunny,Jam,2,scooter ,1,No ,Metropolitian ,34,13.8,22,15.0
34,4.9,Sunny,Low,2,scooter ,1,No ,Metropolitian ,28,13.6,23,10.0
30,4.6,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,26,7.4,19,10.0
22,4.8,Stormy,Medium,1,scooter ,0,No ,Metropolitian ,19,21.0,18,15.0
30,4.7,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,21,1.5,10,15.0
34,4.3,Windy,Low,0,motorcycle ,1,No ,Urban ,32,1.6,9,5.0
26,4.8,Sunny,High,1,scooter ,0,No ,Urban ,13,6.2,14,10.0
26,4.2,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,24,1.6,9,10.0
29,4.5,Windy,Low,2,electric_scooter ,1,No ,Metropolitian ,17,3.1,8,5.0
21,5.0,Fog,High,0,motorcycle ,0,No ,Metropolitian ,20,6.1,12,5.0
20,4.7,Cloudy,Medium,2,electric_scooter ,0,No ,Urban ,18,6.1,17,15.0
35,4.9,Fog,Low,0,motorcycle ,0,No ,Metropolitian ,28,4.6,22,5.0
29,4.7,Fog,Jam,0,motorcycle ,1,No ,Semi-Urban ,50,20.9,21,9.0
20,4.9,Sunny,Medium,0,motorcycle ,1,No ,Urban ,24,10.4,19,5.0
25,4.7,Fog,Low,0,motorcycle ,1,No ,Urban ,21,19.9,23,15.0
23,4.7,Cloudy,Low,2,electric_scooter ,0,No ,Urban ,15,3.1,10,10.0
27,4.6,Fog,Low,2,scooter ,1,No ,Metropolitian ,29,12.4,23,5.0
27,4.9,Windy,Medium,0,motorcycle ,0,No ,Metropolitian ,22,4.5,19,15.0
21,5.0,Fog,Low,0,motorcycle ,0,No ,Metropolitian ,18,1.6,9,10.0
26,4.6,Windy,Medium,0,motorcycle ,1,No ,Urban ,22,6.2,15,15.0
36,5.0,Windy,High,0,motorcycle ,2,Yes ,Metropolitian ,48,6.1,14,5.0
26,4.0,Fog,Jam,1,scooter ,1,No ,Metropolitian ,43,11.9,21,10.0
20,4.5,Stormy,Medium,2,electric_scooter ,1,No ,Metropolitian ,24,16.4,17,10.0
32,4.4,Windy,Low,0,motorcycle ,0,No ,Urban ,25,3.1,8,5.0
30,4.9,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,20,3.1,10,5.0
29,4.7,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,20,3.0,8,9.0
32,4.8,Fog,Jam,2,electric_scooter ,1,No ,Metropolitian ,36,4.7,21,5.0
36,4.6,Windy,Jam,1,scooter ,1,No ,Metropolitian ,29,10.9,20,10.0
33,4.8,Sunny,Low,1,scooter ,1,No ,Metropolitian ,27,14.0,23,10.0
27,4.6,Fog,Jam,0,motorcycle ,0,No ,Metropolitian ,38,10.6,21,10.0
21,4.9,Sunny,Jam,0,motorcycle ,0,No ,Urban ,16,20.2,21,15.0
31,4.5,Sandstorms,Jam,2,motorcycle ,1,No ,Metropolitian ,39,16.6,22,15.0
25,4.8,Fog,Jam,1,motorcycle ,1,No ,Metropolitian ,21,7.4,19,5.0
21,4.9,Sandstorms,Jam,0,motorcycle ,0,No ,Metropolitian ,28,10.6,21,15.0
36,4.9,Sunny,Medium,1,scooter ,1,No ,Metropolitian ,24,7.5,18,10.0
31,4.9,Cloudy,Jam,2,scooter ,1,No ,Metropolitian ,28,9.2,22,10.0
24,4.7,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,20,16.9,23,10.0
31,4.7,Windy,Low,1,scooter ,1,No ,Metropolitian ,25,3.0,8,5.0
39,3.9,Cloudy,Low,1,motorcycle ,0,No ,Urban ,36,20.2,23,15.0
26,4.1,Windy,High,0,motorcycle ,1,No ,Metropolitian ,37,6.2,13,10.0
34,4.9,Cloudy,Low,1,motorcycle ,1,No ,Metropolitian ,27,13.4,23,10.0
24,4.9,Cloudy,High,0,motorcycle ,1,No ,Metropolitian ,28,6.1,14,10.0
38,4.7,Cloudy,Medium,1,scooter ,2,No ,Metropolitian ,42,17.2,18,15.0
37,4.4,Fog,Medium,0,motorcycle ,0,No ,Metropolitian ,33,9.2,18,15.0
36,5.0,Sunny,Low,1,scooter ,0,No ,Urban ,11,1.5,10,5.0
31,4.2,Windy,Jam,1,motorcycle ,0,No ,Metropolitian ,41,12.1,20,15.0
39,4.3,Windy,High,1,motorcycle ,1,No ,Metropolitian ,31,6.1,13,10.0
27,5.0,Fog,Medium,2,electric_scooter ,0,No ,Metropolitian ,26,16.7,17,5.0
29,4.7,Fog,Low,0,motorcycle ,0,No ,Metropolitian ,21,1.6,10,9.0
36,4.6,Sunny,Jam,0,motorcycle ,0,No ,Metropolitian ,27,16.7,20,15.0
30,4.7,Cloudy,Jam,1,motorcycle ,1,No ,Urban ,25,4.6,21,5.0
21,4.9,Windy,Jam,1,motorcycle ,1,No ,Metropolitian ,27,16.7,19,10.0
35,4.6,Fog,Medium,0,motorcycle ,0,No ,Metropolitian ,32,4.5,19,15.0
33,4.7,Sandstorms,Jam,2,scooter ,0,No ,Metropolitian ,25,20.2,21,5.0
20,4.9,Stormy,Jam,2,electric_scooter ,1,No ,Metropolitian ,22,10.4,21,10.0
29,4.7,Cloudy,Low,1,motorcycle ,1,No ,Metropolitian ,27,12.1,23,10.0
24,4.8,Stormy,High,1,scooter ,1,No ,Metropolitian ,28,6.1,14,15.0
31,4.9,Fog,Low,1,motorcycle ,1,No ,Metropolitian ,15,3.1,10,5.0
39,4.7,Stormy,Jam,0,motorcycle ,1,No ,Metropolitian ,38,7.5,20,5.0
32,4.7,Windy,Medium,0,motorcycle ,1,No ,Metropolitian ,25,6.2,15,5.0
29,4.6,Fog,High,0,motorcycle ,1,No ,Metropolitian ,20,6.0,13,10.0
31,4.8,Windy,High,1,motorcycle ,1,No ,Metropolitian ,25,6.1,14,5.0
37,4.8,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,48,10.9,20,15.0
